Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
AST Consultant ,JK-Cement,6-15yrs  ,"12,97,568",6.8,17.5,4.3,134
Assistant System Engineer ,JK-Cement,0-4yrs  ,"7,95,770",4.5,10.2,4.3,134
Associate Consultant ,JK-Cement,4-21yrs  ,"3,63,049",2.0,4.5,4.3,134
Senior Process Associate ,JK-Cement,0-11yrs  ,"13,42,029",8.3,18.0,4.3,134
Software Engineer ,JK-Cement,0-8yrs  ,"7,80,671",5.0,10.0,4.3,134
Process Associate ,JK-Cement,0-9yrs  ,"3,68,339",2.0,5.0,4.3,134
Software Developer ,JK-Cement,0-9yrs  ,"7,39,651",5.0,9.9,4.3,134
System Engineer Hardware ,JK-Cement,0-6yrs  ,"8,30,398",4.0,11.0,4.3,134
System Engineer ,Carelon-Global-Solutions,0-10yrs  ,"10,10,096",3.2,18.0,3.8,134
IT Analyst ,Carelon-Global-Solutions,3-11yrs  ,"16,45,736",6.0,25.0,3.8,134
AST Consultant ,Carelon-Global-Solutions,6-15yrs  ,"3,44,749",1.7,5.0,3.8,134
Assistant System Engineer ,Carelon-Global-Solutions,0-4yrs  ,"4,91,901",3.0,7.0,3.8,134
Associate Consultant ,Carelon-Global-Solutions,4-21yrs  ,"10,11,769",5.0,16.0,3.8,134
Senior Process Associate ,Carelon-Global-Solutions,0-11yrs  ,"14,11,513",7.8,20.0,3.8,134
Software Engineer ,Carelon-Global-Solutions,0-8yrs  ,"23,85,801",10.9,33.5,3.8,134
Process Associate ,Carelon-Global-Solutions,0-9yrs  ,"19,44,028",8.0,34.4,3.8,134
Software Developer ,Carelon-Global-Solutions,0-9yrs  ,"4,31,494",2.7,6.0,3.8,134
System Engineer Hardware ,Carelon-Global-Solutions,0-6yrs  ,"9,17,409",3.3,16.0,3.8,134
System Engineer ,Simplex-Infrastructures,0-10yrs  ,"5,17,386",2.4,8.0,3.7,133
IT Analyst ,Simplex-Infrastructures,3-11yrs  ,"3,23,260",2.2,4.7,3.7,133
AST Consultant ,Simplex-Infrastructures,6-15yrs  ,"3,26,027",2.0,5.5,3.7,133
Assistant System Engineer ,Simplex-Infrastructures,0-4yrs  ,"3,86,391",1.8,6.0,3.7,133
Associate Consultant ,Simplex-Infrastructures,4-21yrs  ,"6,51,903",3.5,10.5,3.7,133
Senior Process Associate ,Simplex-Infrastructures,0-11yrs  ,"9,74,356",6.0,15.5,3.7,133
Software Engineer ,Simplex-Infrastructures,0-8yrs  ,"3,61,897",15.0,5.9,3.7,133
Process Associate ,Simplex-Infrastructures,0-9yrs  ,"7,33,735",3.6,11.0,3.7,133
Software Developer ,Simplex-Infrastructures,0-9yrs  ,"5,41,185",2.0,11.0,3.7,133
System Engineer Hardware ,Simplex-Infrastructures,0-6yrs  ,"2,95,624",10.0,4.5,3.7,133
System Engineer ,Bajaj-Electricals,0-10yrs  ,"8,16,730",3.0,11.0,3.9,132
IT Analyst ,Bajaj-Electricals,3-11yrs  ,"11,71,586",6.0,16.0,3.9,132
AST Consultant ,Bajaj-Electricals,6-15yrs  ,"3,94,742",2.2,6.3,3.9,132
Assistant System Engineer ,Bajaj-Electricals,0-4yrs  ,"6,32,769",3.5,9.8,3.9,132
Associate Consultant ,Bajaj-Electricals,4-21yrs  ,"2,58,611",10.0,4.5,3.9,132
Senior Process Associate ,Bajaj-Electricals,0-11yrs  ,"10,11,332",5.1,15.3,3.9,132
Software Engineer ,Bajaj-Electricals,0-8yrs  ,"3,43,836",1.5,5.5,3.9,132
Process Associate ,Bajaj-Electricals,0-9yrs  ,"2,01,823",1.8,3.3,3.9,132
Software Developer ,Bajaj-Electricals,0-9yrs  ,"2,96,170",1.7,4.9,3.9,132
System Engineer Hardware ,Bajaj-Electricals,0-6yrs  ,"2,22,342",1.1,3.6,3.9,132
System Engineer ,Marpu-Foundation,0-10yrs  ,,,,4.3,132
IT Analyst ,Marpu-Foundation,3-11yrs  ,,,,4.3,132
AST Consultant ,Marpu-Foundation,6-15yrs  ,,,,4.3,132
Assistant System Engineer ,Marpu-Foundation,0-4yrs  ,,,,4.3,132
System Engineer ,Torrent-Pharmaceuticals,0-10yrs  ,"3,11,103",1.8,5.2,3.8,131
IT Analyst ,Torrent-Pharmaceuticals,3-11yrs  ,"3,76,696",1.2,6.1,3.8,131
AST Consultant ,Torrent-Pharmaceuticals,6-15yrs  ,"6,45,918",3.0,10.0,3.8,131
Assistant System Engineer ,Torrent-Pharmaceuticals,0-4yrs  ,"4,79,407",2.0,8.9,3.8,131
Associate Consultant ,Torrent-Pharmaceuticals,4-21yrs  ,"4,72,781",3.0,7.5,3.8,131
Senior Process Associate ,Torrent-Pharmaceuticals,0-11yrs  ,"5,81,665",2.8,9.8,3.8,131
Software Engineer ,Torrent-Pharmaceuticals,0-8yrs  ,"7,26,370",4.0,10.5,3.8,131
Process Associate ,Torrent-Pharmaceuticals,0-9yrs  ,"5,13,188",2.5,9.0,3.8,131
Software Developer ,Torrent-Pharmaceuticals,0-9yrs  ,"5,90,059",2.5,12.0,3.8,131
System Engineer Hardware ,Torrent-Pharmaceuticals,0-6yrs  ,"5,29,847",2.5,10.6,3.8,131
System Engineer ,IndiGo,0-10yrs  ,"3,31,949",1.0,5.7,3.4,131
IT Analyst ,IndiGo,3-11yrs  ,"5,29,505",35.0,10.0,3.4,131
AST Consultant ,IndiGo,6-15yrs  ,"2,81,042",1.0,4.3,3.4,131
Assistant System Engineer ,IndiGo,0-4yrs  ,"3,36,768",1.5,5.0,3.4,131
Associate Consultant ,IndiGo,4-21yrs  ,"2,83,830",1.1,6.0,3.4,131
Senior Process Associate ,IndiGo,0-11yrs  ,"8,62,895",6.0,12.5,3.4,131
Software Engineer ,IndiGo,0-8yrs  ,"6,96,772",3.8,12.6,3.4,131
Process Associate ,IndiGo,0-9yrs  ,"4,31,510",2.4,6.5,3.4,131
Software Developer ,IndiGo,0-9yrs  ,"5,60,320",1.0,10.0,3.4,131
System Engineer Hardware ,IndiGo,0-6yrs  ,"4,09,540",2.0,6.5,3.4,131
System Engineer ,Reliance-Digital,0-10yrs  ,"2,29,968",30.0,5.0,4.4,130
IT Analyst ,Reliance-Digital,3-11yrs  ,"2,79,707",1.4,5.6,4.4,130
AST Consultant ,Reliance-Digital,6-15yrs  ,"1,93,874",20.0,3.5,4.4,130
Assistant System Engineer ,Reliance-Digital,0-4yrs  ,"3,97,813",1.7,5.6,4.4,130
Associate Consultant ,Reliance-Digital,4-21yrs  ,"6,61,267",1.7,12.7,4.4,130
Senior Process Associate ,Reliance-Digital,0-11yrs  ,"5,76,264",10.0,10.0,4.4,130
Software Engineer ,Reliance-Digital,0-8yrs  ,"3,13,622",1.5,4.9,4.4,130
Process Associate ,Reliance-Digital,0-9yrs  ,"2,59,363",1.5,3.9,4.4,130
Software Developer ,Reliance-Digital,0-9yrs  ,"2,70,789",1.7,4.0,4.4,130
System Engineer Hardware ,Reliance-Digital,0-6yrs  ,"8,02,303",4.0,10.7,4.4,130
System Engineer ,ArcelorMittal-Nippon-Steel,0-10yrs  ,"9,23,887",3.4,15.0,3.8,130
IT Analyst ,ArcelorMittal-Nippon-Steel,3-11yrs  ,"2,48,723",1.4,4.7,3.8,130
AST Consultant ,ArcelorMittal-Nippon-Steel,6-15yrs  ,"6,30,785",3.6,9.0,3.8,130
Assistant System Engineer ,ArcelorMittal-Nippon-Steel,0-4yrs  ,"3,78,413",1.5,6.5,3.8,130
Associate Consultant ,ArcelorMittal-Nippon-Steel,4-21yrs  ,"4,30,561",1.8,6.0,3.8,130
Senior Process Associate ,ArcelorMittal-Nippon-Steel,0-11yrs  ,"3,83,590",1.4,5.6,3.8,130
Software Engineer ,ArcelorMittal-Nippon-Steel,0-8yrs  ,"3,41,110",1.4,5.1,3.8,130
Process Associate ,ArcelorMittal-Nippon-Steel,0-9yrs  ,"24,51,191",13.0,30.0,3.8,130
Software Developer ,ArcelorMittal-Nippon-Steel,0-9yrs  ,"3,71,850",1.5,5.5,3.8,130
System Engineer Hardware ,ArcelorMittal-Nippon-Steel,0-6yrs  ,"4,83,154",1.8,8.0,3.8,130
System Engineer ,Arvind-Group,0-10yrs  ,"4,26,190",1.7,8.5,4.0,129
IT Analyst ,Arvind-Group,3-11yrs  ,"2,36,462",1.0,4.0,4.0,129
AST Consultant ,Arvind-Group,6-15yrs  ,"4,10,084",2.0,10.3,4.0,129
Assistant System Engineer ,Arvind-Group,0-4yrs  ,"3,85,444",2.5,5.0,4.0,129
Associate Consultant ,Arvind-Group,4-21yrs  ,"2,66,690",1.0,14.2,4.0,129
Senior Process Associate ,Arvind-Group,0-11yrs  ,"2,47,386",1.1,5.1,4.0,129
Software Engineer ,Arvind-Group,0-8yrs  ,"3,11,256",1.9,4.1,4.0,129
Process Associate ,Arvind-Group,0-9yrs  ,"5,50,973",2.7,10.0,4.0,129
Software Developer ,Arvind-Group,0-9yrs  ,"5,83,761",2.7,14.0,4.0,129
System Engineer Hardware ,Arvind-Group,0-6yrs  ,"5,26,876",3.1,8.7,4.0,129
System Engineer ,Wipro-Enterprises-Ltd,0-10yrs  ,"4,29,412",1.9,9.2,4.4,129
IT Analyst ,Wipro-Enterprises-Ltd,3-11yrs  ,"12,39,483",5.0,22.0,4.4,129
AST Consultant ,Wipro-Enterprises-Ltd,6-15yrs  ,"8,11,758",5.0,14.0,4.4,129
Assistant System Engineer ,Wipro-Enterprises-Ltd,0-4yrs  ,"2,83,457",1.4,4.8,4.4,129
Associate Consultant ,Wipro-Enterprises-Ltd,4-21yrs  ,"4,96,241",1.4,11.9,4.4,129
Senior Process Associate ,Wipro-Enterprises-Ltd,0-11yrs  ,"17,41,664",7.0,25.0,4.4,129
Software Engineer ,Wipro-Enterprises-Ltd,0-8yrs  ,"9,92,049",2.8,22.0,4.4,129
Process Associate ,Wipro-Enterprises-Ltd,0-9yrs  ,"6,40,214",3.0,13.0,4.4,129
Software Developer ,Wipro-Enterprises-Ltd,0-9yrs  ,"4,12,159",1.8,6.2,4.4,129
System Engineer Hardware ,Wipro-Enterprises-Ltd,0-6yrs  ,"3,69,538",2.0,5.9,4.4,129
System Engineer ,Titan-Company,0-10yrs  ,"2,80,630",60.0,10.8,3.8,128
IT Analyst ,Titan-Company,3-11yrs  ,"3,73,247",1.5,6.8,3.8,128
AST Consultant ,Titan-Company,6-15yrs  ,"16,05,944",6.0,28.0,3.8,128
Assistant System Engineer ,Titan-Company,0-4yrs  ,"2,96,201",60.0,18.0,3.8,128
Associate Consultant ,Titan-Company,4-21yrs  ,"3,80,941",1.3,10.2,3.8,128
Senior Process Associate ,Titan-Company,0-11yrs  ,"6,38,293",3.8,8.0,3.8,128
Software Engineer ,Titan-Company,0-8yrs  ,"3,18,559",1.2,6.2,3.8,128
Process Associate ,Titan-Company,0-9yrs  ,"8,24,942",4.5,11.5,3.8,128
Software Developer ,Titan-Company,0-9yrs  ,"4,43,177",1.8,10.6,3.8,128
System Engineer Hardware ,Titan-Company,0-6yrs  ,"3,59,510",1.5,9.0,3.8,128
System Engineer ,KocharTech,0-10yrs  ,"1,72,787",10.0,3.3,3.9,128
IT Analyst ,KocharTech,3-11yrs  ,"2,46,987",10.0,10.0,3.9,128
AST Consultant ,KocharTech,6-15yrs  ,"2,13,923",65.0,7.0,3.9,128
Assistant System Engineer ,KocharTech,0-4yrs  ,"2,07,868",10.0,4.5,3.9,128
Associate Consultant ,KocharTech,4-21yrs  ,"3,12,742",1.6,4.9,3.9,128
Senior Process Associate ,KocharTech,0-11yrs  ,"3,71,580",1.6,4.5,3.9,128
Software Engineer ,KocharTech,0-8yrs  ,"2,44,825",15.0,4.5,3.9,128
Process Associate ,KocharTech,0-9yrs  ,"1,90,963",50.0,7.1,3.9,128
Software Developer ,KocharTech,0-9yrs  ,"2,79,498",1.2,4.0,3.9,128
System Engineer Hardware ,KocharTech,0-6yrs  ,"3,46,244",2.5,4.2,3.9,128
System Engineer ,Dilip-Buildcon,0-10yrs  ,"6,96,594",4.0,10.9,4.1,127
IT Analyst ,Dilip-Buildcon,3-11yrs  ,"4,02,289",2.0,6.0,4.1,127
AST Consultant ,Dilip-Buildcon,6-15yrs  ,"3,46,868",2.1,4.7,4.1,127
Assistant System Engineer ,Dilip-Buildcon,0-4yrs  ,"2,34,970",1.1,3.5,4.1,127
Associate Consultant ,Dilip-Buildcon,4-21yrs  ,"3,49,857",2.0,5.0,4.1,127
Senior Process Associate ,Dilip-Buildcon,0-11yrs  ,"4,67,287",2.9,6.5,4.1,127
Software Engineer ,Dilip-Buildcon,0-8yrs  ,"3,47,115",2.4,4.5,4.1,127
Process Associate ,Dilip-Buildcon,0-9yrs  ,"3,05,665",1.9,4.2,4.1,127
Software Developer ,Dilip-Buildcon,0-9yrs  ,"3,03,682",1.8,4.5,4.1,127
System Engineer Hardware ,Dilip-Buildcon,0-6yrs  ,"4,58,071",2.5,6.4,4.1,127
System Engineer ,Huawei-Technologies,0-10yrs  ,"6,07,245",1.7,11.2,4.2,127
IT Analyst ,Huawei-Technologies,3-11yrs  ,"7,63,160",2.5,13.6,4.2,127
AST Consultant ,Huawei-Technologies,6-15yrs  ,"6,05,114",2.0,11.2,4.2,127
Assistant System Engineer ,Huawei-Technologies,0-4yrs  ,"13,34,537",6.3,20.0,4.2,127
Associate Consultant ,Huawei-Technologies,4-21yrs  ,"4,91,619",2.3,8.0,4.2,127
Senior Process Associate ,Huawei-Technologies,0-11yrs  ,"12,79,164",3.3,18.2,4.2,127
Software Engineer ,Huawei-Technologies,0-8yrs  ,"3,94,731",2.1,5.0,4.2,127
Process Associate ,Huawei-Technologies,0-9yrs  ,"6,34,669",2.0,15.4,4.2,127
Software Developer ,Huawei-Technologies,0-9yrs  ,"4,16,830",2.4,8.0,4.2,127
System Engineer Hardware ,Huawei-Technologies,0-6yrs  ,"14,88,479",5.3,22.0,4.2,127
System Engineer ,Jubilant-Foods-Works,0-10yrs  ,"5,06,073",2.8,7.5,4.0,126
IT Analyst ,Jubilant-Foods-Works,3-11yrs  ,"5,31,771",3.3,7.4,4.0,126
AST Consultant ,Jubilant-Foods-Works,6-15yrs  ,"3,52,752",1.9,4.6,4.0,126
Assistant System Engineer ,Jubilant-Foods-Works,0-4yrs  ,"7,07,030",5.0,9.0,4.0,126
Associate Consultant ,Jubilant-Foods-Works,4-21yrs  ,"2,61,919",1.4,4.0,4.0,126
Senior Process Associate ,Jubilant-Foods-Works,0-11yrs  ,"4,82,604",2.9,7.2,4.0,126
Software Engineer ,Jubilant-Foods-Works,0-8yrs  ,"10,43,997",6.2,13.5,4.0,126
Process Associate ,Jubilant-Foods-Works,0-9yrs  ,"13,46,186",6.5,21.0,4.0,126
Software Developer ,Jubilant-Foods-Works,0-9yrs  ,"1,68,485",80.0,4.5,4.0,126
System Engineer Hardware ,Jubilant-Foods-Works,0-6yrs  ,"1,85,042",15.0,15.0,4.0,126
System Engineer ,KPIT-Technologies,0-10yrs  ,"11,00,812",4.5,18.0,3.9,126
IT Analyst ,KPIT-Technologies,3-11yrs  ,"6,30,147",2.0,14.0,3.9,126
AST Consultant ,KPIT-Technologies,6-15yrs  ,"14,27,028",5.5,26.0,3.9,126
Assistant System Engineer ,KPIT-Technologies,0-4yrs  ,"6,69,474",2.2,14.0,3.9,126
Associate Consultant ,KPIT-Technologies,4-21yrs  ,"4,53,476",2.0,9.5,3.9,126
Senior Process Associate ,KPIT-Technologies,0-11yrs  ,"19,46,697",9.1,30.0,3.9,126
Software Engineer ,KPIT-Technologies,0-8yrs  ,"10,48,567",5.2,14.5,3.9,126
Process Associate ,KPIT-Technologies,0-9yrs  ,"6,61,379",2.0,16.0,3.9,126
Software Developer ,KPIT-Technologies,0-9yrs  ,"5,45,086",2.1,8.0,3.9,126
System Engineer Hardware ,KPIT-Technologies,0-6yrs  ,"7,88,865",4.0,11.8,3.9,126
System Engineer ,UPL,0-10yrs  ,"4,93,728",2.0,7.0,3.5,125
IT Analyst ,UPL,3-11yrs  ,"4,29,435",2.1,6.5,3.5,125
AST Consultant ,UPL,6-15yrs  ,"6,05,039",3.0,9.9,3.5,125
Assistant System Engineer ,UPL,0-4yrs  ,"3,27,312",1.5,5.0,3.5,125
Associate Consultant ,UPL,4-21yrs  ,"3,99,131",2.0,6.5,3.5,125
Senior Process Associate ,UPL,0-11yrs  ,"2,65,091",1.5,4.2,3.5,125
Software Engineer ,UPL,0-8yrs  ,"1,56,680",1.0,2.8,3.5,125
Process Associate ,UPL,0-9yrs  ,"8,69,181",5.7,16.0,3.5,125
Software Developer ,UPL,0-9yrs  ,"2,84,419",1.5,4.2,3.5,125
System Engineer Hardware ,UPL,0-6yrs  ,"6,89,274",4.0,9.3,3.5,125
System Engineer ,Lava-International,0-10yrs  ,"7,88,022",3.3,13.0,4.0,125
IT Analyst ,Lava-International,3-11yrs  ,"3,63,140",2.5,5.0,4.0,125
AST Consultant ,Lava-International,6-15yrs  ,"3,09,889",2.0,4.5,4.0,125
Assistant System Engineer ,Lava-International,0-4yrs  ,"2,07,775",15.0,4.0,4.0,125
Associate Consultant ,Lava-International,4-21yrs  ,"9,17,713",5.5,12.2,4.0,125
Senior Process Associate ,Lava-International,0-11yrs  ,"2,98,051",2.1,3.6,4.0,125
Software Engineer ,Lava-International,0-8yrs  ,"5,31,221",3.0,8.3,4.0,125
Process Associate ,Lava-International,0-9yrs  ,"4,84,771",3.3,6.4,4.0,125
Software Developer ,Lava-International,0-9yrs  ,"16,44,592",10.5,20.5,4.0,125
System Engineer Hardware ,Lava-International,0-6yrs  ,"3,12,588",1.0,10.3,4.0,125
System Engineer ,Apollo-Tyres,0-10yrs  ,"4,80,617",1.3,10.0,4.4,123
IT Analyst ,Apollo-Tyres,3-11yrs  ,"2,86,104",1.0,5.5,4.4,123
AST Consultant ,Apollo-Tyres,6-15yrs  ,"8,05,944",5.0,11.0,4.4,123
Assistant System Engineer ,Apollo-Tyres,0-4yrs  ,"6,83,495",3.9,9.6,4.4,123
Associate Consultant ,Apollo-Tyres,4-21yrs  ,"7,96,985",4.1,10.8,4.4,123
Senior Process Associate ,Apollo-Tyres,0-11yrs  ,"2,09,433",60.0,5.5,4.4,123
Software Engineer ,Apollo-Tyres,0-8yrs  ,"3,64,241",1.6,7.2,4.4,123
Process Associate ,Apollo-Tyres,0-9yrs  ,"2,44,322",1.4,3.3,4.4,123
Software Developer ,Apollo-Tyres,0-9yrs  ,"1,54,269",9.0,3.1,4.4,123
System Engineer Hardware ,Apollo-Tyres,0-6yrs  ,"6,18,473",3.5,8.6,4.4,123
System Engineer ,Reliance-SMSL,0-10yrs  ,"3,19,338",1.8,4.8,4.1,123
IT Analyst ,Reliance-SMSL,3-11yrs  ,"2,85,698",1.9,4.0,4.1,123
AST Consultant ,Reliance-SMSL,6-15yrs  ,"2,69,896",1.2,4.0,4.1,123
Assistant System Engineer ,Reliance-SMSL,0-4yrs  ,"2,32,076",1.2,3.6,4.1,123
Associate Consultant ,Reliance-SMSL,4-21yrs  ,"3,44,907",1.0,5.6,4.1,123
Senior Process Associate ,Reliance-SMSL,0-11yrs  ,"2,30,584",70.0,3.4,4.1,123
Software Engineer ,Reliance-SMSL,0-8yrs  ,"2,03,577",1.0,4.0,4.1,123
Process Associate ,Reliance-SMSL,0-9yrs  ,"1,80,385",1.1,2.5,4.1,123
Software Developer ,Reliance-SMSL,0-9yrs  ,"4,36,980",2.5,6.0,4.1,123
System Engineer Hardware ,Reliance-SMSL,0-6yrs  ,"3,21,021",2.2,4.3,4.1,123
System Engineer ,Tata-AIG,0-10yrs  ,"4,46,156",1.8,8.0,3.9,122
IT Analyst ,Tata-AIG,3-11yrs  ,"4,34,944",1.8,8.0,3.9,122
AST Consultant ,Tata-AIG,6-15yrs  ,"3,89,155",2.2,9.0,3.9,122
Assistant System Engineer ,Tata-AIG,0-4yrs  ,"6,69,715",2.0,11.0,3.9,122
Associate Consultant ,Tata-AIG,4-21yrs  ,"10,05,971",5.0,16.2,3.9,122
Senior Process Associate ,Tata-AIG,0-11yrs  ,"7,73,775",3.3,12.0,3.9,122
Software Engineer ,Tata-AIG,0-8yrs  ,"2,19,579",1.0,3.5,3.9,122
Process Associate ,Tata-AIG,0-9yrs  ,"2,67,842",1.6,4.7,3.9,122
Software Developer ,Tata-AIG,0-9yrs  ,"13,97,426",8.8,22.1,3.9,122
System Engineer Hardware ,Tata-AIG,0-6yrs  ,"2,26,644",1.1,4.0,3.9,122
System Engineer ,Capita,0-10yrs  ,"17,79,975",6.5,27.0,3.8,122
IT Analyst ,Capita,3-11yrs  ,"4,05,505",3.0,7.0,3.8,122
AST Consultant ,Capita,6-15yrs  ,"8,95,259",3.5,17.0,3.8,122
Assistant System Engineer ,Capita,0-4yrs  ,"3,44,569",1.4,5.8,3.8,122
Associate Consultant ,Capita,4-21yrs  ,"3,35,616",1.2,5.1,3.8,122
Senior Process Associate ,Capita,0-11yrs  ,"5,31,934",2.8,7.5,3.8,122
Software Engineer ,Capita,0-8yrs  ,"8,47,453",4.8,10.5,3.8,122
Process Associate ,Capita,0-9yrs  ,"3,81,548",2.1,5.5,3.8,122
Software Developer ,Capita,0-9yrs  ,"23,30,501",11.8,31.1,3.8,122
System Engineer Hardware ,Capita,0-6yrs  ,"8,16,007",5.3,10.0,3.8,122
System Engineer ,Flex,0-10yrs  ,"4,03,124",2.0,6.0,3.1,121
IT Analyst ,Flex,3-11yrs  ,"3,84,880",2.0,5.5,3.1,121
AST Consultant ,Flex,6-15yrs  ,"5,90,757",3.0,8.2,3.1,121
Assistant System Engineer ,Flex,0-4yrs  ,"3,68,320",2.5,5.0,3.1,121
Associate Consultant ,Flex,4-21yrs  ,"9,53,200",3.5,13.5,3.1,121
Senior Process Associate ,Flex,0-11yrs  ,"4,95,721",2.0,7.7,3.1,121
Software Engineer ,Flex,0-8yrs  ,"3,91,292",2.0,7.0,3.1,121
Process Associate ,Flex,0-9yrs  ,"2,62,798",1.3,3.9,3.1,121
Software Developer ,Flex,0-9yrs  ,"3,13,855",2.0,4.0,3.1,121
System Engineer Hardware ,Flex,0-6yrs  ,"7,81,421",3.9,10.0,3.1,121
System Engineer ,Synechron,0-10yrs  ,"16,01,648",2.9,28.9,4.2,121
IT Analyst ,Synechron,3-11yrs  ,"21,79,063",8.5,35.0,4.2,121
AST Consultant ,Synechron,6-15yrs  ,"14,15,515",4.0,31.0,4.2,121
Assistant System Engineer ,Synechron,0-4yrs  ,"17,01,754",5.2,28.0,4.2,121
Associate Consultant ,Synechron,4-21yrs  ,"22,53,922",9.7,35.7,4.2,121
Senior Process Associate ,Synechron,0-11yrs  ,"7,23,703",3.0,18.0,4.2,121
Software Engineer ,Synechron,0-8yrs  ,"24,74,368",11.3,34.0,4.2,121
Process Associate ,Synechron,0-9yrs  ,"9,75,337",3.6,21.0,4.2,121
Software Developer ,Synechron,0-9yrs  ,"11,42,391",4.0,20.0,4.2,121
System Engineer Hardware ,Synechron,0-6yrs  ,"5,37,916",2.4,12.0,4.2,121
System Engineer ,Birlasoft,0-10yrs  ,"12,87,923",3.0,25.5,4.5,120
IT Analyst ,Birlasoft,3-11yrs  ,"5,81,388",2.5,15.6,4.5,120
AST Consultant ,Birlasoft,6-15yrs  ,"6,05,984",2.8,12.7,4.5,120
Assistant System Engineer ,Birlasoft,0-4yrs  ,"18,71,584",6.9,31.2,4.5,120
Associate Consultant ,Birlasoft,4-21yrs  ,"11,18,024",3.3,20.0,4.5,120
Senior Process Associate ,Birlasoft,0-11yrs  ,"10,86,950",3.1,25.0,4.5,120
Software Engineer ,Birlasoft,0-8yrs  ,"17,21,474",5.2,29.0,4.5,120
Process Associate ,Birlasoft,0-9yrs  ,"15,42,226",4.5,27.0,4.5,120
Software Developer ,Birlasoft,0-9yrs  ,"6,37,123",20.0,17.0,4.5,120
System Engineer Hardware ,Birlasoft,0-6yrs  ,"13,06,409",5.9,23.0,4.5,120
System Engineer ,Patanjali-Ayurved,0-10yrs  ,"4,31,423",1.8,6.6,4.0,119
IT Analyst ,Patanjali-Ayurved,3-11yrs  ,"10,56,399",3.3,18.0,4.0,119
AST Consultant ,Patanjali-Ayurved,6-15yrs  ,"5,86,749",3.0,8.5,4.0,119
Assistant System Engineer ,Patanjali-Ayurved,0-4yrs  ,"2,64,223",1.0,4.8,4.0,119
Associate Consultant ,Patanjali-Ayurved,4-21yrs  ,"3,17,647",1.5,4.5,4.0,119
Senior Process Associate ,Patanjali-Ayurved,0-11yrs  ,"18,27,500",9.0,24.1,4.0,119
Software Engineer ,Patanjali-Ayurved,0-8yrs  ,"2,37,365",1.0,5.0,4.0,119
Process Associate ,Patanjali-Ayurved,0-9yrs  ,"6,31,858",1.0,15.5,4.0,119
Software Developer ,Patanjali-Ayurved,0-9yrs  ,"2,54,949",1.1,4.0,4.0,119
System Engineer Hardware ,Patanjali-Ayurved,0-6yrs  ,"2,04,662",1.0,3.8,4.0,119
System Engineer ,Statestreet-HCL-Services,0-10yrs  ,"3,32,363",1.6,5.3,3.6,119
IT Analyst ,Statestreet-HCL-Services,3-11yrs  ,"7,17,585",4.6,9.1,3.6,119
AST Consultant ,Statestreet-HCL-Services,6-15yrs  ,"2,44,428",1.0,4.5,3.6,119
Assistant System Engineer ,Statestreet-HCL-Services,0-4yrs  ,"2,82,340",1.6,5.3,3.6,119
Associate Consultant ,Statestreet-HCL-Services,4-21yrs  ,"3,15,759",1.6,4.3,3.6,119
Senior Process Associate ,Statestreet-HCL-Services,0-11yrs  ,"11,02,554",8.0,13.3,3.6,119
Software Engineer ,Statestreet-HCL-Services,0-8yrs  ,"7,10,380",4.0,9.5,3.6,119
Process Associate ,Statestreet-HCL-Services,0-9yrs  ,"4,99,496",3.2,7.0,3.6,119
Software Developer ,Statestreet-HCL-Services,0-9yrs  ,"2,99,118",2.0,4.1,3.6,119
System Engineer Hardware ,Statestreet-HCL-Services,0-6yrs  ,"6,88,075",5.2,8.2,3.6,119
System Engineer ,Taj-Hotels-Resorts-and-Palaces,0-10yrs  ,"2,14,038",15.0,7.0,3.8,118
IT Analyst ,Taj-Hotels-Resorts-and-Palaces,3-11yrs  ,"2,20,546",20.0,14.2,3.8,118
AST Consultant ,Taj-Hotels-Resorts-and-Palaces,6-15yrs  ,"2,76,000",25.0,15.2,3.8,118
Assistant System Engineer ,Taj-Hotels-Resorts-and-Palaces,0-4yrs  ,"3,21,402",10.0,5.5,3.8,118
Associate Consultant ,Taj-Hotels-Resorts-and-Palaces,4-21yrs  ,"4,70,552",2.4,7.0,3.8,118
Senior Process Associate ,Taj-Hotels-Resorts-and-Palaces,0-11yrs  ,"1,72,645",14.0,3.6,3.8,118
Software Engineer ,Taj-Hotels-Resorts-and-Palaces,0-8yrs  ,"2,92,576",1.2,6.0,3.8,118
Process Associate ,Taj-Hotels-Resorts-and-Palaces,0-9yrs  ,"4,17,337",2.1,9.0,3.8,118
Software Developer ,Taj-Hotels-Resorts-and-Palaces,0-9yrs  ,"6,20,322",3.2,10.0,3.8,118
System Engineer Hardware ,Taj-Hotels-Resorts-and-Palaces,0-6yrs  ,"1,58,335",10.0,3.2,3.8,118
System Engineer ,Lenskart,0-10yrs  ,"4,04,709",2.4,6.3,3.2,117
IT Analyst ,Lenskart,3-11yrs  ,"3,39,714",1.0,10.6,3.2,117
AST Consultant ,Lenskart,6-15yrs  ,"2,81,455",20.0,5.1,3.2,117
Assistant System Engineer ,Lenskart,0-4yrs  ,"4,35,342",2.7,6.4,3.2,117
Associate Consultant ,Lenskart,4-21yrs  ,"2,73,732",20.0,5.0,3.2,117
Senior Process Associate ,Lenskart,0-11yrs  ,"3,52,260",2.0,5.0,3.2,117
Software Engineer ,Lenskart,0-8yrs  ,"9,98,751",5.5,15.1,3.2,117
