Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Sales Engineer ,Bajaj-Motors,1-6yrs  ,"1,87,269",10.0,3.6,3.5,115
Senior Sales Engineer ,Bajaj-Motors,4-13yrs  ,"3,49,691",2.1,4.8,3.5,115
Process Agent ,Bajaj-Motors,4-7yrs  ,"1,83,413",1.1,2.5,3.5,115
Technical Support Engineer ,Bajaj-Motors,1-5yrs  ,"2,13,029",1.0,3.8,3.5,115
Maintenance Executive ,Bajaj-Motors,4-10yrs  ,"1,98,295",1.2,3.1,3.5,115
Elevator Technician ,Bajaj-Motors,3-10yrs  ,"2,70,826",10.0,4.2,3.5,115
Junior Process Agent ,Bajaj-Motors,1-5yrs  ,"2,95,361",1.8,4.6,3.5,115
Installation Engineer ,Bajaj-Motors,1-12yrs  ,"2,74,766",1.4,3.6,3.5,115
Design Engineer ,Continental-Automotive-Components,1-5yrs  ,"15,45,337",5.8,23.5,4.3,115
Senior Engineer ,Continental-Automotive-Components,4-8yrs  ,"7,70,871",3.5,11.5,4.3,115
Sales Engineer ,Continental-Automotive-Components,1-6yrs  ,"12,89,006",4.5,28.0,4.3,115
Senior Sales Engineer ,Continental-Automotive-Components,4-13yrs  ,"12,00,597",7.5,17.6,4.3,115
Process Agent ,Continental-Automotive-Components,4-7yrs  ,"13,26,590",6.1,27.6,4.3,115
Technical Support Engineer ,Continental-Automotive-Components,1-5yrs  ,"22,49,949",10.2,36.0,4.3,115
Maintenance Executive ,Continental-Automotive-Components,4-10yrs  ,"14,93,740",8.5,22.0,4.3,115
Elevator Technician ,Continental-Automotive-Components,3-10yrs  ,"21,37,460",11.9,28.0,4.3,115
Junior Process Agent ,Continental-Automotive-Components,1-5yrs  ,"2,57,777",1.8,3.8,4.3,115
Installation Engineer ,Continental-Automotive-Components,1-12yrs  ,"7,73,832",3.0,13.8,4.3,115
Design Engineer ,United-Alliance-Technology,1-5yrs  ,"6,75,000",4.5,9.0,3.8,114
Senior Engineer ,United-Alliance-Technology,4-8yrs  ,"4,50,000",4.5,4.5,3.8,114
Sales Engineer ,United-Alliance-Technology,1-6yrs  ,,,,3.8,114
Senior Sales Engineer ,United-Alliance-Technology,4-13yrs  ,,,,3.8,114
Process Agent ,United-Alliance-Technology,4-7yrs  ,,,,3.8,114
Technical Support Engineer ,United-Alliance-Technology,1-5yrs  ,,,,3.8,114
Maintenance Executive ,United-Alliance-Technology,4-10yrs  ,,,,3.8,114
Elevator Technician ,United-Alliance-Technology,3-10yrs  ,,,,3.8,114
Junior Process Agent ,United-Alliance-Technology,1-5yrs  ,,,,3.8,114
Installation Engineer ,United-Alliance-Technology,1-12yrs  ,,,,3.8,114
Design Engineer ,Clover-Infotech,1-5yrs  ,"4,80,962",1.8,9.5,4.1,114
Senior Engineer ,Clover-Infotech,4-8yrs  ,"9,02,888",2.9,18.6,4.1,114
Sales Engineer ,Clover-Infotech,1-6yrs  ,"4,23,345",1.8,7.2,4.1,114
Senior Sales Engineer ,Clover-Infotech,4-13yrs  ,"4,37,505",1.8,12.0,4.1,114
Process Agent ,Clover-Infotech,4-7yrs  ,"3,92,802",1.8,7.8,4.1,114
Technical Support Engineer ,Clover-Infotech,1-5yrs  ,"7,80,926",3.0,14.0,4.1,114
Maintenance Executive ,Clover-Infotech,4-10yrs  ,"5,56,520",2.0,9.3,4.1,114
Elevator Technician ,Clover-Infotech,3-10yrs  ,"12,06,307",4.5,18.4,4.1,114
Junior Process Agent ,Clover-Infotech,1-5yrs  ,"4,37,018",1.3,8.5,4.1,114
Installation Engineer ,Clover-Infotech,1-12yrs  ,"4,66,300",1.8,11.0,4.1,114
Design Engineer ,Schindler,1-5yrs  ,"4,49,859",2.7,6.4,3.9,113
Senior Engineer ,Schindler,4-8yrs  ,"3,00,510",1.1,5.0,3.9,113
Sales Engineer ,Schindler,1-6yrs  ,"8,16,140",4.0,16.1,3.9,113
Senior Sales Engineer ,Schindler,4-13yrs  ,"13,33,258",8.8,17.2,3.9,113
Process Agent ,Schindler,4-7yrs  ,"8,15,644",5.0,10.5,3.9,113
Technical Support Engineer ,Schindler,1-5yrs  ,"18,06,936",11.0,25.0,3.9,113
Maintenance Executive ,Schindler,4-10yrs  ,"6,04,890",3.5,7.9,3.9,113
Elevator Technician ,Schindler,3-10yrs  ,"6,32,325",4.1,9.0,3.9,113
Junior Process Agent ,Schindler,1-5yrs  ,"9,12,517",5.0,14.0,3.9,113
Installation Engineer ,Schindler,1-12yrs  ,"6,76,775",4.0,10.0,3.9,113
Design Engineer ,Vibgyor-High-School,1-5yrs  ,"4,16,470",2.0,6.5,3.7,113
Senior Engineer ,Vibgyor-High-School,4-8yrs  ,"3,87,245",2.4,5.2,3.7,113
Sales Engineer ,Vibgyor-High-School,1-6yrs  ,"2,43,696",95.0,4.0,3.7,113
Senior Sales Engineer ,Vibgyor-High-School,4-13yrs  ,"3,18,002",10.0,5.6,3.7,113
Process Agent ,Vibgyor-High-School,4-7yrs  ,"3,41,339",1.8,5.0,3.7,113
Technical Support Engineer ,Vibgyor-High-School,1-5yrs  ,"4,72,385",2.4,6.1,3.7,113
Maintenance Executive ,Vibgyor-High-School,4-10yrs  ,"5,25,496",3.5,6.9,3.7,113
Elevator Technician ,Vibgyor-High-School,3-10yrs  ,"2,55,929",1.0,4.8,3.7,113
Junior Process Agent ,Vibgyor-High-School,1-5yrs  ,"3,06,030",1.5,4.6,3.7,113
Installation Engineer ,Vibgyor-High-School,1-12yrs  ,"20,00,240",12.0,30.0,3.7,113
Design Engineer ,Jubilant-Pharmova,1-5yrs  ,"3,80,939",1.6,5.7,3.7,112
Senior Engineer ,Jubilant-Pharmova,4-8yrs  ,"7,55,498",3.5,11.7,3.7,112
Sales Engineer ,Jubilant-Pharmova,1-6yrs  ,"11,75,033",7.1,17.3,3.7,112
Senior Sales Engineer ,Jubilant-Pharmova,4-13yrs  ,"3,84,526",2.2,6.0,3.7,112
Process Agent ,Jubilant-Pharmova,4-7yrs  ,"2,90,803",1.5,4.2,3.7,112
Technical Support Engineer ,Jubilant-Pharmova,1-5yrs  ,"11,32,607",7.0,15.3,3.7,112
Maintenance Executive ,Jubilant-Pharmova,4-10yrs  ,"4,68,694",2.1,6.4,3.7,112
Elevator Technician ,Jubilant-Pharmova,3-10yrs  ,"5,53,118",4.1,7.0,3.7,112
Junior Process Agent ,Jubilant-Pharmova,1-5yrs  ,"5,57,301",4.0,8.3,3.7,112
Installation Engineer ,Jubilant-Pharmova,1-12yrs  ,"5,55,100",3.9,6.8,3.7,112
Design Engineer ,Apco-Infratech,1-5yrs  ,"5,28,288",3.0,7.5,3.0,112
Senior Engineer ,Apco-Infratech,4-8yrs  ,"4,44,936",1.8,7.3,3.0,112
Sales Engineer ,Apco-Infratech,1-6yrs  ,"7,76,304",4.2,12.0,3.0,112
Senior Sales Engineer ,Apco-Infratech,4-13yrs  ,"3,98,458",2.2,5.4,3.0,112
Process Agent ,Apco-Infratech,4-7yrs  ,"4,34,235",3.0,6.0,3.0,112
Technical Support Engineer ,Apco-Infratech,1-5yrs  ,"4,56,230",1.5,6.5,3.0,112
Maintenance Executive ,Apco-Infratech,4-10yrs  ,"5,10,919",2.3,7.1,3.0,112
Elevator Technician ,Apco-Infratech,3-10yrs  ,"4,35,860",2.0,7.2,3.0,112
Junior Process Agent ,Apco-Infratech,1-5yrs  ,"3,12,887",1.7,4.7,3.0,112
Installation Engineer ,Apco-Infratech,1-12yrs  ,"11,54,799",6.8,15.5,3.0,112
Design Engineer ,Slk-Software-Services,1-5yrs  ,"6,22,100",2.5,13.5,3.9,112
Senior Engineer ,Slk-Software-Services,4-8yrs  ,"11,66,934",4.2,23.0,3.9,112
Sales Engineer ,Slk-Software-Services,1-6yrs  ,"6,05,788",2.0,10.5,3.9,112
Senior Sales Engineer ,Slk-Software-Services,4-13yrs  ,"4,27,137",2.5,8.5,3.9,112
Process Agent ,Slk-Software-Services,4-7yrs  ,"5,79,093",2.8,14.0,3.9,112
Technical Support Engineer ,Slk-Software-Services,1-5yrs  ,"3,72,825",2.7,4.8,3.9,112
Maintenance Executive ,Slk-Software-Services,4-10yrs  ,"9,16,360",3.6,15.0,3.9,112
Elevator Technician ,Slk-Software-Services,3-10yrs  ,"17,79,039",5.6,30.0,3.9,112
Junior Process Agent ,Slk-Software-Services,1-5yrs  ,"22,50,609",9.0,33.0,3.9,112
Installation Engineer ,Slk-Software-Services,1-12yrs  ,"14,03,425",8.0,17.0,3.9,112
Design Engineer ,Eaton-Corporation,1-5yrs  ,"7,45,370",2.0,10.5,4.0,111
Senior Engineer ,Eaton-Corporation,4-8yrs  ,"9,59,903",4.0,17.0,4.0,111
Sales Engineer ,Eaton-Corporation,1-6yrs  ,"20,12,607",12.0,25.0,4.0,111
Senior Sales Engineer ,Eaton-Corporation,4-13yrs  ,"16,20,376",7.5,26.0,4.0,111
Process Agent ,Eaton-Corporation,4-7yrs  ,"7,70,495",4.1,10.0,4.0,111
Technical Support Engineer ,Eaton-Corporation,1-5yrs  ,"30,02,694",18.9,38.0,4.0,111
Maintenance Executive ,Eaton-Corporation,4-10yrs  ,"8,15,301",3.5,12.5,4.0,111
Elevator Technician ,Eaton-Corporation,3-10yrs  ,"4,09,054",2.2,5.2,4.0,111
Junior Process Agent ,Eaton-Corporation,1-5yrs  ,"31,66,663",17.3,42.0,4.0,111
Installation Engineer ,Eaton-Corporation,1-12yrs  ,"6,65,718",3.2,9.2,4.0,111
Design Engineer ,Jaquar,1-5yrs  ,"9,34,376",5.0,13.0,3.9,111
Senior Engineer ,Jaquar,4-8yrs  ,"7,13,191",4.5,9.5,3.9,111
Sales Engineer ,Jaquar,1-6yrs  ,"6,62,311",4.8,9.4,3.9,111
Senior Sales Engineer ,Jaquar,4-13yrs  ,"12,98,138",6.8,18.3,3.9,111
Process Agent ,Jaquar,4-7yrs  ,"3,27,123",1.8,5.7,3.9,111
Technical Support Engineer ,Jaquar,1-5yrs  ,"6,25,430",3.5,8.0,3.9,111
Maintenance Executive ,Jaquar,4-10yrs  ,"5,51,613",1.8,8.5,3.9,111
Elevator Technician ,Jaquar,3-10yrs  ,"18,34,035",5.4,28.0,3.9,111
Junior Process Agent ,Jaquar,1-5yrs  ,"6,19,942",4.0,8.5,3.9,111
Installation Engineer ,Jaquar,1-12yrs  ,"14,75,544",7.0,21.0,3.9,111
Design Engineer ,IndiaFirst-Life-Insurance,1-5yrs  ,"3,61,668",1.0,6.0,4.3,110
Senior Engineer ,IndiaFirst-Life-Insurance,4-8yrs  ,"10,43,678",5.5,14.8,4.3,110
Sales Engineer ,IndiaFirst-Life-Insurance,1-6yrs  ,"2,85,602",1.6,3.8,4.3,110
Senior Sales Engineer ,IndiaFirst-Life-Insurance,4-13yrs  ,"2,66,036",1.4,3.8,4.3,110
Process Agent ,IndiaFirst-Life-Insurance,4-7yrs  ,"3,81,476",2.5,4.9,4.3,110
Technical Support Engineer ,IndiaFirst-Life-Insurance,1-5yrs  ,"3,66,424",2.5,5.2,4.3,110
Maintenance Executive ,IndiaFirst-Life-Insurance,4-10yrs  ,"6,91,167",3.3,10.7,4.3,110
Elevator Technician ,IndiaFirst-Life-Insurance,3-10yrs  ,"3,36,707",2.2,5.0,4.3,110
Junior Process Agent ,IndiaFirst-Life-Insurance,1-5yrs  ,"4,64,579",3.5,7.0,4.3,110
Installation Engineer ,IndiaFirst-Life-Insurance,1-12yrs  ,"3,32,743",2.0,4.7,4.3,110
Design Engineer ,Zydus-Lifesciences,1-5yrs  ,"12,31,818",7.9,17.3,4.1,110
Senior Engineer ,Zydus-Lifesciences,4-8yrs  ,"3,47,286",1.6,5.3,4.1,110
Sales Engineer ,Zydus-Lifesciences,1-6yrs  ,"7,52,410",4.7,11.9,4.1,110
Senior Sales Engineer ,Zydus-Lifesciences,4-13yrs  ,"2,28,821",1.7,3.7,4.1,110
Process Agent ,Zydus-Lifesciences,4-7yrs  ,"3,11,887",1.4,4.6,4.1,110
Technical Support Engineer ,Zydus-Lifesciences,1-5yrs  ,"3,65,846",2.0,5.0,4.1,110
Maintenance Executive ,Zydus-Lifesciences,4-10yrs  ,"3,92,272",2.5,6.8,4.1,110
Elevator Technician ,Zydus-Lifesciences,3-10yrs  ,"3,28,553",2.0,4.7,4.1,110
Junior Process Agent ,Zydus-Lifesciences,1-5yrs  ,"9,82,844",7.5,13.9,4.1,110
Installation Engineer ,Zydus-Lifesciences,1-12yrs  ,"3,51,656",2.2,4.5,4.1,110
Design Engineer ,Goldman-Sachs,1-5yrs  ,"13,57,497",2.0,49.0,3.8,109
Senior Engineer ,Goldman-Sachs,4-8yrs  ,"10,52,607",3.3,25.0,3.8,109
Sales Engineer ,Goldman-Sachs,1-6yrs  ,"4,86,790",2.0,17.0,3.8,109
Senior Sales Engineer ,Goldman-Sachs,4-13yrs  ,"16,74,232",7.0,30.0,3.8,109
Process Agent ,Goldman-Sachs,4-7yrs  ,"40,76,737",22.0,72.0,3.8,109
Technical Support Engineer ,Goldman-Sachs,1-5yrs  ,"19,79,867",6.6,37.0,3.8,109
Maintenance Executive ,Goldman-Sachs,4-10yrs  ,"5,66,743",4.0,7.5,3.8,109
Elevator Technician ,Goldman-Sachs,3-10yrs  ,"6,96,518",3.2,13.3,3.8,109
Junior Process Agent ,Goldman-Sachs,1-5yrs  ,"4,82,892",3.5,7.0,3.8,109
Installation Engineer ,Goldman-Sachs,1-12yrs  ,"24,87,164",4.0,37.0,3.8,109
Design Engineer ,Suryoday-Small-Finance-Bank,1-5yrs  ,"2,11,964",1.3,3.3,3.8,109
Senior Engineer ,Suryoday-Small-Finance-Bank,4-8yrs  ,"4,83,722",2.2,9.1,3.8,109
Sales Engineer ,Suryoday-Small-Finance-Bank,1-6yrs  ,"3,35,129",1.9,4.6,3.8,109
Senior Sales Engineer ,Suryoday-Small-Finance-Bank,4-13yrs  ,"2,60,646",1.9,4.2,3.8,109
Process Agent ,Suryoday-Small-Finance-Bank,4-7yrs  ,"2,96,461",1.8,4.2,3.8,109
Technical Support Engineer ,Suryoday-Small-Finance-Bank,1-5yrs  ,"2,37,000",1.5,3.1,3.8,109
Maintenance Executive ,Suryoday-Small-Finance-Bank,4-10yrs  ,"4,56,442",2.4,7.0,3.8,109
Elevator Technician ,Suryoday-Small-Finance-Bank,3-10yrs  ,"4,51,085",2.9,7.9,3.8,109
Junior Process Agent ,Suryoday-Small-Finance-Bank,1-5yrs  ,"4,66,011",2.2,9.0,3.8,109
Installation Engineer ,Suryoday-Small-Finance-Bank,1-12yrs  ,"2,67,327",1.8,3.8,3.8,109
Design Engineer ,Siemens-Gamesa-Renewable-Energy,1-5yrs  ,"8,31,009",4.7,12.1,3.7,108
Senior Engineer ,Siemens-Gamesa-Renewable-Energy,4-8yrs  ,"5,93,822",1.9,8.4,3.7,108
Sales Engineer ,Siemens-Gamesa-Renewable-Energy,1-6yrs  ,"5,93,560",2.5,8.8,3.7,108
Senior Sales Engineer ,Siemens-Gamesa-Renewable-Energy,4-13yrs  ,"3,59,720",1.8,5.5,3.7,108
Process Agent ,Siemens-Gamesa-Renewable-Energy,4-7yrs  ,"2,93,290",1.7,4.8,3.7,108
Technical Support Engineer ,Siemens-Gamesa-Renewable-Energy,1-5yrs  ,"4,70,765",2.8,6.6,3.7,108
Maintenance Executive ,Siemens-Gamesa-Renewable-Energy,4-10yrs  ,"5,60,592",3.0,11.5,3.7,108
Elevator Technician ,Siemens-Gamesa-Renewable-Energy,3-10yrs  ,"14,95,024",10.8,18.5,3.7,108
Junior Process Agent ,Siemens-Gamesa-Renewable-Energy,1-5yrs  ,"4,15,302",2.4,6.5,3.7,108
Installation Engineer ,Siemens-Gamesa-Renewable-Energy,1-12yrs  ,"5,48,277",3.4,8.0,3.7,108
Design Engineer ,Episource,1-5yrs  ,"2,83,082",1.0,5.0,4.0,108
Senior Engineer ,Episource,4-8yrs  ,"2,44,113",1.5,4.0,4.0,108
Sales Engineer ,Episource,1-6yrs  ,"2,50,285",1.2,3.6,4.0,108
Senior Sales Engineer ,Episource,4-13yrs  ,"3,14,293",2.5,4.1,4.0,108
Process Agent ,Episource,4-7yrs  ,"2,19,310",1.8,2.8,4.0,108
Technical Support Engineer ,Episource,1-5yrs  ,"3,17,984",2.1,4.5,4.0,108
Maintenance Executive ,Episource,4-10yrs  ,"4,51,512",3.0,6.7,4.0,108
Elevator Technician ,Episource,3-10yrs  ,"4,65,948",3.3,6.7,4.0,108
Junior Process Agent ,Episource,1-5yrs  ,"2,15,658",1.6,2.5,4.0,108
Installation Engineer ,Episource,1-12yrs  ,"2,51,029",1.5,3.2,4.0,108
Design Engineer ,Podar-International-School,1-5yrs  ,"2,89,560",1.2,4.4,3.4,107
Senior Engineer ,Podar-International-School,4-8yrs  ,"2,75,473",1.8,4.5,3.4,107
Sales Engineer ,Podar-International-School,1-6yrs  ,"5,40,158",3.0,7.6,3.4,107
Senior Sales Engineer ,Podar-International-School,4-13yrs  ,"3,04,941",1.1,6.4,3.4,107
Process Agent ,Podar-International-School,4-7yrs  ,"2,63,511",1.0,4.5,3.4,107
Technical Support Engineer ,Podar-International-School,1-5yrs  ,"18,74,280",7.8,36.0,3.4,107
Maintenance Executive ,Podar-International-School,4-10yrs  ,"3,42,463",2.2,4.8,3.4,107
Elevator Technician ,Podar-International-School,3-10yrs  ,"3,91,402",1.5,6.5,3.4,107
Junior Process Agent ,Podar-International-School,1-5yrs  ,"4,62,101",3.0,7.0,3.4,107
Installation Engineer ,Podar-International-School,1-12yrs  ,"2,69,033",1.5,4.0,3.4,107
Design Engineer ,Strides-Pharma,1-5yrs  ,"12,56,299",8.6,17.5,3.4,107
Senior Engineer ,Strides-Pharma,4-8yrs  ,"15,65,882",8.5,20.0,3.4,107
Sales Engineer ,Strides-Pharma,1-6yrs  ,"4,40,905",3.0,5.3,3.4,107
Senior Sales Engineer ,Strides-Pharma,4-13yrs  ,"4,35,566",2.9,5.6,3.4,107
Process Agent ,Strides-Pharma,4-7yrs  ,"4,06,145",3.5,4.8,3.4,107
Technical Support Engineer ,Strides-Pharma,1-5yrs  ,"4,80,329",3.0,6.0,3.4,107
Maintenance Executive ,Strides-Pharma,4-10yrs  ,"20,09,264",13.4,24.5,3.4,107
Elevator Technician ,Strides-Pharma,3-10yrs  ,"3,28,108",1.8,4.4,3.4,107
Junior Process Agent ,Strides-Pharma,1-5yrs  ,"34,76,452",28.5,40.0,3.4,107
Installation Engineer ,Strides-Pharma,1-12yrs  ,"8,73,000",5.5,11.8,3.4,107
Design Engineer ,Infogain,1-5yrs  ,"6,19,872",1.2,13.0,3.5,107
Senior Engineer ,Infogain,4-8yrs  ,"13,75,291",5.6,26.0,3.5,107
Sales Engineer ,Infogain,1-6yrs  ,"20,28,981",9.2,30.0,3.5,107
Senior Sales Engineer ,Infogain,4-13yrs  ,"7,03,408",3.0,13.0,3.5,107
Process Agent ,Infogain,4-7yrs  ,"5,23,568",2.5,11.8,3.5,107
Technical Support Engineer ,Infogain,1-5yrs  ,"15,64,313",7.5,25.3,3.5,107
Maintenance Executive ,Infogain,4-10yrs  ,"14,09,266",5.5,27.0,3.5,107
Elevator Technician ,Infogain,3-10yrs  ,"10,39,293",6.0,18.0,3.5,107
Junior Process Agent ,Infogain,1-5yrs  ,"12,72,240",5.4,20.0,3.5,107
Installation Engineer ,Infogain,1-12yrs  ,"9,37,203",5.1,12.6,3.5,107
Design Engineer ,Thyrocare-Technologies,1-5yrs  ,"2,72,576",1.8,3.7,4.1,106
Senior Engineer ,Thyrocare-Technologies,4-8yrs  ,"3,00,774",1.8,4.0,4.1,106
Sales Engineer ,Thyrocare-Technologies,1-6yrs  ,"2,52,962",1.5,3.3,4.1,106
Senior Sales Engineer ,Thyrocare-Technologies,4-13yrs  ,"2,74,022",90.0,10.8,4.1,106
Process Agent ,Thyrocare-Technologies,4-7yrs  ,"2,71,255",1.6,4.2,4.1,106
Technical Support Engineer ,Thyrocare-Technologies,1-5yrs  ,"2,91,426",1.0,4.3,4.1,106
Maintenance Executive ,Thyrocare-Technologies,4-10yrs  ,"2,57,846",15.0,4.5,4.1,106
Elevator Technician ,Thyrocare-Technologies,3-10yrs  ,"2,66,872",1.8,3.4,4.1,106
Junior Process Agent ,Thyrocare-Technologies,1-5yrs  ,"2,55,476",2.0,4.2,4.1,106
Installation Engineer ,Thyrocare-Technologies,1-12yrs  ,"2,82,573",2.0,3.8,4.1,106
Design Engineer ,Thyrocare-Technologies,1-5yrs  ,"2,72,576",1.8,3.7,3.5,106
Senior Engineer ,Thyrocare-Technologies,4-8yrs  ,"3,00,774",1.8,4.0,3.5,106
Sales Engineer ,Thyrocare-Technologies,1-6yrs  ,"2,52,962",1.5,3.3,3.5,106
Senior Sales Engineer ,Thyrocare-Technologies,4-13yrs  ,"2,74,022",90.0,10.8,3.5,106
Process Agent ,Thyrocare-Technologies,4-7yrs  ,"2,71,255",1.6,4.2,3.5,106
Technical Support Engineer ,Thyrocare-Technologies,1-5yrs  ,"2,91,426",1.0,4.3,3.5,106
Maintenance Executive ,Thyrocare-Technologies,4-10yrs  ,"2,57,846",15.0,4.5,3.5,106
Elevator Technician ,Thyrocare-Technologies,3-10yrs  ,"2,66,872",1.8,3.4,3.5,106
Junior Process Agent ,Thyrocare-Technologies,1-5yrs  ,"2,55,476",2.0,4.2,3.5,106
Installation Engineer ,Thyrocare-Technologies,1-12yrs  ,"2,82,573",2.0,3.8,3.5,106
Design Engineer ,HARMAN,1-5yrs  ,"16,64,873",5.6,28.0,4.0,106
Senior Engineer ,HARMAN,4-8yrs  ,"8,11,608",2.0,16.0,4.0,106
Sales Engineer ,HARMAN,1-6yrs  ,"14,94,161",6.5,24.0,4.0,106
Senior Sales Engineer ,HARMAN,4-13yrs  ,"5,88,082",3.0,11.0,4.0,106
Process Agent ,HARMAN,4-7yrs  ,"23,04,562",9.8,32.0,4.0,106
Technical Support Engineer ,HARMAN,1-5yrs  ,"4,28,819",3.1,9.5,4.0,106
Maintenance Executive ,HARMAN,4-10yrs  ,"33,12,890",18.0,50.0,4.0,106
Elevator Technician ,HARMAN,3-10yrs  ,"11,81,143",6.6,19.0,4.0,106
Junior Process Agent ,HARMAN,1-5yrs  ,"5,07,024",3.0,6.3,4.0,106
Installation Engineer ,HARMAN,1-12yrs  ,"9,29,583",3.3,17.5,4.0,106
Design Engineer ,Sansera-Engineering,1-5yrs  ,"2,32,045",1.0,4.0,3.9,105
Senior Engineer ,Sansera-Engineering,4-8yrs  ,"2,47,466",1.2,3.7,3.9,105
Sales Engineer ,Sansera-Engineering,1-6yrs  ,"5,49,673",3.2,7.8,3.9,105
Senior Sales Engineer ,Sansera-Engineering,4-13yrs  ,"3,85,778",2.2,5.4,3.9,105
Process Agent ,Sansera-Engineering,4-7yrs  ,"3,07,986",1.5,4.5,3.9,105
Technical Support Engineer ,Sansera-Engineering,1-5yrs  ,"3,33,199",1.8,5.1,3.9,105
Maintenance Executive ,Sansera-Engineering,4-10yrs  ,"4,34,098",2.4,6.3,3.9,105
Elevator Technician ,Sansera-Engineering,3-10yrs  ,"2,13,132",85.0,4.2,3.9,105
Junior Process Agent ,Sansera-Engineering,1-5yrs  ,"1,88,972",1.4,2.5,3.9,105
Installation Engineer ,Sansera-Engineering,1-12yrs  ,"2,37,454",1.1,3.6,3.9,105
Design Engineer ,Sri-Chaitanya-Educational-Institutions,1-5yrs  ,"10,28,948",2.2,34.0,4.0,105
Senior Engineer ,Sri-Chaitanya-Educational-Institutions,4-8yrs  ,"3,08,766",30.0,18.0,4.0,105
Sales Engineer ,Sri-Chaitanya-Educational-Institutions,1-6yrs  ,"2,06,279",10.0,4.6,4.0,105
Senior Sales Engineer ,Sri-Chaitanya-Educational-Institutions,4-13yrs  ,"2,29,787",1.1,4.1,4.0,105
Process Agent ,Sri-Chaitanya-Educational-Institutions,4-7yrs  ,"2,48,847",25.0,10.0,4.0,105
Technical Support Engineer ,Sri-Chaitanya-Educational-Institutions,1-5yrs  ,"6,43,796",1.5,20.0,4.0,105
Maintenance Executive ,Sri-Chaitanya-Educational-Institutions,4-10yrs  ,"3,61,434",1.0,10.0,4.0,105
Elevator Technician ,Sri-Chaitanya-Educational-Institutions,3-10yrs  ,"6,44,727",1.2,16.0,4.0,105
Junior Process Agent ,Sri-Chaitanya-Educational-Institutions,1-5yrs  ,"6,46,622",90.0,15.0,4.0,105
Installation Engineer ,Sri-Chaitanya-Educational-Institutions,1-12yrs  ,"5,47,419",1.2,11.2,4.0,105
Design Engineer ,JSW-Cement,1-5yrs  ,"7,58,742",4.4,12.1,4.3,105
Senior Engineer ,JSW-Cement,4-8yrs  ,"4,67,553",2.2,7.2,4.3,105
Sales Engineer ,JSW-Cement,1-6yrs  ,"12,43,621",8.0,17.0,4.3,105
Senior Sales Engineer ,JSW-Cement,4-13yrs  ,"7,13,075",4.4,9.6,4.3,105
Process Agent ,JSW-Cement,4-7yrs  ,"7,23,514",4.5,9.3,4.3,105
Technical Support Engineer ,JSW-Cement,1-5yrs  ,"7,28,687",4.3,9.8,4.3,105
Maintenance Executive ,JSW-Cement,4-10yrs  ,"5,84,909",4.4,7.6,4.3,105
Elevator Technician ,JSW-Cement,3-10yrs  ,"2,73,322",1.5,4.0,4.3,105
Junior Process Agent ,JSW-Cement,1-5yrs  ,"4,91,350",4.0,5.9,4.3,105
Installation Engineer ,JSW-Cement,1-12yrs  ,"4,64,760",3.7,5.7,4.3,105
Design Engineer ,Mando-Automotive,1-5yrs  ,"2,68,568",80.0,4.5,3.3,104
Senior Engineer ,Mando-Automotive,4-8yrs  ,"4,29,437",2.9,5.8,3.3,104
Sales Engineer ,Mando-Automotive,1-6yrs  ,"6,64,287",5.0,8.9,3.3,104
Senior Sales Engineer ,Mando-Automotive,4-13yrs  ,"3,62,966",1.2,6.6,3.3,104
Process Agent ,Mando-Automotive,4-7yrs  ,"4,92,780",3.0,6.5,3.3,104
Technical Support Engineer ,Mando-Automotive,1-5yrs  ,"4,35,416",1.8,6.9,3.3,104
Maintenance Executive ,Mando-Automotive,4-10yrs  ,"5,09,837",3.0,6.0,3.3,104
Elevator Technician ,Mando-Automotive,3-10yrs  ,"1,94,694",1.1,2.5,3.3,104
Junior Process Agent ,Mando-Automotive,1-5yrs  ,"5,10,833",4.0,7.0,3.3,104
Installation Engineer ,Mando-Automotive,1-12yrs  ,"4,96,813",3.0,6.7,3.3,104
Design Engineer ,Atos-Global-IT-Solutions-And-Services,1-5yrs  ,"7,35,964",2.3,15.8,3.6,104
Senior Engineer ,Atos-Global-IT-Solutions-And-Services,4-8yrs  ,"4,61,743",2.4,6.5,3.6,104
Sales Engineer ,Atos-Global-IT-Solutions-And-Services,1-6yrs  ,"16,84,462",7.3,25.0,3.6,104
Senior Sales Engineer ,Atos-Global-IT-Solutions-And-Services,4-13yrs  ,"4,15,093",3.0,5.6,3.6,104
Process Agent ,Atos-Global-IT-Solutions-And-Services,4-7yrs  ,"4,28,862",2.1,5.5,3.6,104
Technical Support Engineer ,Atos-Global-IT-Solutions-And-Services,1-5yrs  ,"6,25,936",3.1,12.0,3.6,104
Maintenance Executive ,Atos-Global-IT-Solutions-And-Services,4-10yrs  ,"9,78,549",6.7,12.9,3.6,104
Elevator Technician ,Atos-Global-IT-Solutions-And-Services,3-10yrs  ,"4,46,770",3.2,7.3,3.6,104
Junior Process Agent ,Atos-Global-IT-Solutions-And-Services,1-5yrs  ,"4,20,135",2.6,6.6,3.6,104
Installation Engineer ,Atos-Global-IT-Solutions-And-Services,1-12yrs  ,"8,48,162",3.6,12.3,3.6,104
Design Engineer ,Intex-Technologies,1-5yrs  ,"4,69,412",2.6,7.3,4.0,104
Senior Engineer ,Intex-Technologies,4-8yrs  ,"8,77,925",6.2,13.0,4.0,104
