Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Officer ,Ag-Industries,1-7yrs  ,"2,75,886",1.4,4.0,3.9,116
Junior Officer ,Ag-Industries,1-5yrs  ,"2,96,097",1.2,4.5,3.9,116
Production Officer ,Ag-Industries,1-6yrs  ,"4,87,577",3.2,6.6,3.9,116
Executive Production ,Ag-Industries,5-13yrs  ,"3,44,886",1.5,5.0,3.9,116
QC Officer ,Ag-Industries,1-6yrs  ,"1,90,051",60.0,3.0,3.9,116
Scientist 1 ,Ag-Industries,2-6yrs  ,"1,58,004",1.2,2.3,3.9,116
Deputy Manager ,Ag-Industries,8-16yrs  ,"8,01,085",5.5,11.5,3.9,116
Junior Production Officer ,Ag-Industries,1-3yrs  ,"4,13,352",3.5,5.3,3.9,116
Process Engineer ,Ag-Industries,1-7yrs  ,"2,40,667",1.8,3.1,3.9,116
EHS Officer ,Ag-Industries,1-7yrs  ,"3,04,333",1.8,4.5,3.9,116
Officer ,OMICS-International,1-7yrs  ,"2,65,252",1.7,3.8,3.5,115
Junior Officer ,OMICS-International,1-5yrs  ,"2,77,135",1.6,4.1,3.5,115
Production Officer ,OMICS-International,1-6yrs  ,"2,70,812",1.6,4.4,3.5,115
Executive Production ,OMICS-International,5-13yrs  ,"4,19,910",2.5,7.0,3.5,115
QC Officer ,OMICS-International,1-6yrs  ,"2,94,559",2.1,4.1,3.5,115
Scientist 1 ,OMICS-International,2-6yrs  ,"2,91,517",2.0,4.6,3.5,115
Deputy Manager ,OMICS-International,8-16yrs  ,"3,42,485",2.3,5.0,3.5,115
Junior Production Officer ,OMICS-International,1-3yrs  ,"2,05,682",1.6,2.9,3.5,115
Process Engineer ,OMICS-International,1-7yrs  ,"3,01,181",2.0,4.1,3.5,115
EHS Officer ,OMICS-International,1-7yrs  ,"2,63,519",2.0,3.0,3.5,115
Officer ,Integreon,1-7yrs  ,"4,24,862",2.0,7.2,4.3,115
Junior Officer ,Integreon,1-5yrs  ,"4,09,912",2.2,5.5,4.3,115
Production Officer ,Integreon,1-6yrs  ,"7,41,388",3.9,15.0,4.3,115
Executive Production ,Integreon,5-13yrs  ,"3,45,074",2.4,4.2,4.3,115
QC Officer ,Integreon,1-6yrs  ,"4,26,819",2.4,6.0,4.3,115
Scientist 1 ,Integreon,2-6yrs  ,"5,03,284",2.6,8.0,4.3,115
Deputy Manager ,Integreon,8-16yrs  ,"5,79,789",4.0,9.0,4.3,115
Junior Production Officer ,Integreon,1-3yrs  ,"5,48,814",3.5,8.6,4.3,115
Process Engineer ,Integreon,1-7yrs  ,"4,13,136",2.6,6.0,4.3,115
EHS Officer ,Integreon,1-7yrs  ,"2,86,313",2.0,3.7,4.3,115
Officer ,Sadbhav-Engineering,1-7yrs  ,"4,00,383",2.3,5.3,3.8,114
Junior Officer ,Sadbhav-Engineering,1-5yrs  ,"3,80,013",2.0,5.5,3.8,114
Production Officer ,Sadbhav-Engineering,1-6yrs  ,"2,99,888",1.6,3.8,3.8,114
Executive Production ,Sadbhav-Engineering,5-13yrs  ,"3,38,116",2.0,4.8,3.8,114
QC Officer ,Sadbhav-Engineering,1-6yrs  ,"3,09,996",1.6,4.5,3.8,114
Scientist 1 ,Sadbhav-Engineering,2-6yrs  ,"3,26,856",2.1,4.6,3.8,114
Deputy Manager ,Sadbhav-Engineering,8-16yrs  ,"3,55,398",2.6,5.4,3.8,114
Junior Production Officer ,Sadbhav-Engineering,1-3yrs  ,"3,29,659",1.8,5.0,3.8,114
Process Engineer ,Sadbhav-Engineering,1-7yrs  ,"3,79,796",2.4,5.3,3.8,114
EHS Officer ,Sadbhav-Engineering,1-7yrs  ,"3,10,000",2.3,4.3,3.8,114
Officer ,Vakrangee,1-7yrs  ,"3,10,561",2.6,4.1,4.1,114
Junior Officer ,Vakrangee,1-5yrs  ,"2,15,402",1.8,2.6,4.1,114
Production Officer ,Vakrangee,1-6yrs  ,"2,15,214",1.1,3.0,4.1,114
Executive Production ,Vakrangee,5-13yrs  ,"2,96,872",1.9,4.2,4.1,114
QC Officer ,Vakrangee,1-6yrs  ,"2,30,007",1.5,3.0,4.1,114
Scientist 1 ,Vakrangee,2-6yrs  ,"3,37,914",2.8,4.8,4.1,114
Deputy Manager ,Vakrangee,8-16yrs  ,"4,85,372",4.0,6.5,4.1,114
Junior Production Officer ,Vakrangee,1-3yrs  ,"4,07,158",2.8,6.5,4.1,114
Process Engineer ,Vakrangee,1-7yrs  ,"2,17,960",1.8,2.8,4.1,114
EHS Officer ,Vakrangee,1-7yrs  ,"2,11,800",1.8,2.9,4.1,114
Officer ,Shaktiman-Tirth-Agro-Technology,1-7yrs  ,"3,13,678",1.7,4.5,4.2,114
Junior Officer ,Shaktiman-Tirth-Agro-Technology,1-5yrs  ,"4,09,434",1.8,7.5,4.2,114
Production Officer ,Shaktiman-Tirth-Agro-Technology,1-6yrs  ,"2,87,827",2.0,4.0,4.2,114
Executive Production ,Shaktiman-Tirth-Agro-Technology,5-13yrs  ,"5,74,636",3.6,8.0,4.2,114
QC Officer ,Shaktiman-Tirth-Agro-Technology,1-6yrs  ,"2,87,360",1.7,4.6,4.2,114
Scientist 1 ,Shaktiman-Tirth-Agro-Technology,2-6yrs  ,"3,58,273",1.9,5.0,4.2,114
Deputy Manager ,Shaktiman-Tirth-Agro-Technology,8-16yrs  ,"7,44,582",4.3,10.5,4.2,114
Junior Production Officer ,Shaktiman-Tirth-Agro-Technology,1-3yrs  ,"3,68,147",2.0,6.2,4.2,114
Process Engineer ,Shaktiman-Tirth-Agro-Technology,1-7yrs  ,"9,83,396",7.3,11.9,4.2,114
EHS Officer ,Shaktiman-Tirth-Agro-Technology,1-7yrs  ,"2,59,862",1.8,4.1,4.2,114
Officer ,Rohan-Builders,1-7yrs  ,"6,53,731",4.1,9.1,3.9,113
Junior Officer ,Rohan-Builders,1-5yrs  ,"4,11,773",1.9,5.2,3.9,113
Production Officer ,Rohan-Builders,1-6yrs  ,"2,79,857",2.0,4.2,3.9,113
Executive Production ,Rohan-Builders,5-13yrs  ,"2,98,807",1.8,4.0,3.9,113
QC Officer ,Rohan-Builders,1-6yrs  ,"4,02,408",3.0,5.4,3.9,113
Scientist 1 ,Rohan-Builders,2-6yrs  ,"4,62,584",2.6,7.7,3.9,113
Deputy Manager ,Rohan-Builders,8-16yrs  ,"3,01,803",2.0,4.8,3.9,113
Junior Production Officer ,Rohan-Builders,1-3yrs  ,"4,17,066",2.1,6.5,3.9,113
Process Engineer ,Rohan-Builders,1-7yrs  ,"4,64,545",3.1,5.5,3.9,113
EHS Officer ,Rohan-Builders,1-7yrs  ,"2,86,081",1.1,4.5,3.9,113
Officer ,Simplilearn,1-7yrs  ,"4,77,861",3.0,7.3,3.6,113
Junior Officer ,Simplilearn,1-5yrs  ,"5,57,717",4.0,7.5,3.6,113
Production Officer ,Simplilearn,1-6yrs  ,"5,88,073",4.4,7.5,3.6,113
Executive Production ,Simplilearn,5-13yrs  ,"6,84,707",4.4,8.5,3.6,113
QC Officer ,Simplilearn,1-6yrs  ,"12,15,866",7.0,13.7,3.6,113
Scientist 1 ,Simplilearn,2-6yrs  ,"9,18,491",5.0,13.0,3.6,113
Deputy Manager ,Simplilearn,8-16yrs  ,"11,61,260",6.4,19.4,3.6,113
Junior Production Officer ,Simplilearn,1-3yrs  ,"4,01,434",3.4,5.0,3.6,113
Process Engineer ,Simplilearn,1-7yrs  ,"5,96,438",4.5,8.4,3.6,113
EHS Officer ,Simplilearn,1-7yrs  ,"5,08,819",3.6,6.1,3.6,113
Officer ,Future-Lifestyle-Fashion,1-7yrs  ,"4,64,983",2.0,8.2,3.7,112
Junior Officer ,Future-Lifestyle-Fashion,1-5yrs  ,"1,87,553",90.0,3.1,3.7,112
Production Officer ,Future-Lifestyle-Fashion,1-6yrs  ,"1,96,193",1.2,3.2,3.7,112
Executive Production ,Future-Lifestyle-Fashion,5-13yrs  ,"2,66,842",1.5,4.8,3.7,112
QC Officer ,Future-Lifestyle-Fashion,1-6yrs  ,"1,96,125",1.4,3.2,3.7,112
Scientist 1 ,Future-Lifestyle-Fashion,2-6yrs  ,"6,59,078",2.6,11.5,3.7,112
Deputy Manager ,Future-Lifestyle-Fashion,8-16yrs  ,"4,33,589",2.4,6.5,3.7,112
Junior Production Officer ,Future-Lifestyle-Fashion,1-3yrs  ,"7,10,539",3.8,13.3,3.7,112
Process Engineer ,Future-Lifestyle-Fashion,1-7yrs  ,"13,60,862",8.7,18.0,3.7,112
EHS Officer ,Future-Lifestyle-Fashion,1-7yrs  ,"5,29,748",2.4,7.5,3.7,112
Officer ,AVEVA,1-7yrs  ,"9,11,376",5.1,13.1,3.9,112
Junior Officer ,AVEVA,1-5yrs  ,"14,42,103",11.5,18.0,3.9,112
Production Officer ,AVEVA,1-6yrs  ,"14,66,966",9.7,21.7,3.9,112
Executive Production ,AVEVA,5-13yrs  ,"7,57,442",5.2,10.0,3.9,112
QC Officer ,AVEVA,1-6yrs  ,"21,09,003",14.0,30.0,3.9,112
Scientist 1 ,AVEVA,2-6yrs  ,"14,26,588",8.4,15.9,3.9,112
Deputy Manager ,AVEVA,8-16yrs  ,"7,11,138",5.0,9.0,3.9,112
Junior Production Officer ,AVEVA,1-3yrs  ,"24,70,833",19.0,33.3,3.9,112
Process Engineer ,AVEVA,1-7yrs  ,"9,64,167",6.3,17.0,3.9,112
EHS Officer ,AVEVA,1-7yrs  ,"7,17,593",5.0,11.5,3.9,112
Officer ,Times-Internet,1-7yrs  ,"24,09,300",7.8,36.0,3.9,111
Junior Officer ,Times-Internet,1-5yrs  ,"25,43,356",8.0,36.0,3.9,111
Production Officer ,Times-Internet,1-6yrs  ,"12,68,151",5.0,20.0,3.9,111
Executive Production ,Times-Internet,5-13yrs  ,"7,46,285",3.0,12.0,3.9,111
QC Officer ,Times-Internet,1-6yrs  ,"6,65,978",5.0,9.0,3.9,111
Scientist 1 ,Times-Internet,2-6yrs  ,"5,14,362",3.0,7.4,3.9,111
Deputy Manager ,Times-Internet,8-16yrs  ,"12,37,683",2.6,20.5,3.9,111
Junior Production Officer ,Times-Internet,1-3yrs  ,"7,75,114",4.2,11.0,3.9,111
Process Engineer ,Times-Internet,1-7yrs  ,"13,77,497",5.4,18.0,3.9,111
EHS Officer ,Times-Internet,1-7yrs  ,"10,12,016",6.0,17.3,3.9,111
Officer ,Fleetguard-Filters,1-7yrs  ,"3,93,178",2.8,5.3,3.9,111
Junior Officer ,Fleetguard-Filters,1-5yrs  ,"2,03,053",65.0,3.0,3.9,111
Production Officer ,Fleetguard-Filters,1-6yrs  ,"2,49,133",1.2,3.6,3.9,111
Executive Production ,Fleetguard-Filters,5-13yrs  ,"2,84,779",2.2,3.4,3.9,111
QC Officer ,Fleetguard-Filters,1-6yrs  ,"2,82,066",1.4,3.9,3.9,111
Scientist 1 ,Fleetguard-Filters,2-6yrs  ,"4,31,386",3.3,5.5,3.9,111
Deputy Manager ,Fleetguard-Filters,8-16yrs  ,"2,68,621",2.3,3.0,3.9,111
Junior Production Officer ,Fleetguard-Filters,1-3yrs  ,"6,04,786",4.8,7.5,3.9,111
Process Engineer ,Fleetguard-Filters,1-7yrs  ,"5,36,264",3.0,7.0,3.9,111
EHS Officer ,Fleetguard-Filters,1-7yrs  ,"2,72,037",2.5,3.0,3.9,111
Officer ,Rentokil-Pest-Control,1-7yrs  ,"3,54,452",2.0,5.0,4.4,110
Junior Officer ,Rentokil-Pest-Control,1-5yrs  ,"3,50,885",1.5,5.0,4.4,110
Production Officer ,Rentokil-Pest-Control,1-6yrs  ,"3,46,660",2.2,5.0,4.4,110
Executive Production ,Rentokil-Pest-Control,5-13yrs  ,"4,66,626",3.1,7.0,4.4,110
QC Officer ,Rentokil-Pest-Control,1-6yrs  ,"9,16,525",5.4,13.0,4.4,110
Scientist 1 ,Rentokil-Pest-Control,2-6yrs  ,"4,63,705",3.5,5.5,4.4,110
Deputy Manager ,Rentokil-Pest-Control,8-16yrs  ,"5,63,966",3.0,7.5,4.4,110
Junior Production Officer ,Rentokil-Pest-Control,1-3yrs  ,"2,85,946",2.0,3.7,4.4,110
Process Engineer ,Rentokil-Pest-Control,1-7yrs  ,"1,98,428",15.0,3.5,4.4,110
EHS Officer ,Rentokil-Pest-Control,1-7yrs  ,"2,85,500",2.4,3.6,4.4,110
Officer ,Amway-India-Enterprises,1-7yrs  ,"3,01,609",1.7,4.0,4.3,110
Junior Officer ,Amway-India-Enterprises,1-5yrs  ,"23,22,425",10.3,28.0,4.3,110
Production Officer ,Amway-India-Enterprises,1-6yrs  ,"1,99,002",1.5,2.7,4.3,110
Executive Production ,Amway-India-Enterprises,5-13yrs  ,"2,76,240",85.0,4.0,4.3,110
QC Officer ,Amway-India-Enterprises,1-6yrs  ,"2,81,250",1.8,4.0,4.3,110
Scientist 1 ,Amway-India-Enterprises,2-6yrs  ,"8,56,094",7.3,10.0,4.3,110
Deputy Manager ,Amway-India-Enterprises,8-16yrs  ,"2,54,231",2.0,3.2,4.3,110
Junior Production Officer ,Amway-India-Enterprises,1-3yrs  ,"26,47,571",9.0,39.0,4.3,110
Process Engineer ,Amway-India-Enterprises,1-7yrs  ,"4,09,410",2.0,8.1,4.3,110
EHS Officer ,Amway-India-Enterprises,1-7yrs  ,"2,92,632",2.0,4.0,4.3,110
Officer ,Thriveni-Earthmovers,1-7yrs  ,"4,57,710",2.0,8.2,4.1,110
Junior Officer ,Thriveni-Earthmovers,1-5yrs  ,"3,87,096",3.0,5.4,4.1,110
Production Officer ,Thriveni-Earthmovers,1-6yrs  ,"2,98,665",1.9,5.0,4.1,110
Executive Production ,Thriveni-Earthmovers,5-13yrs  ,"7,29,811",4.2,9.5,4.1,110
QC Officer ,Thriveni-Earthmovers,1-6yrs  ,"4,60,457",2.0,7.7,4.1,110
Scientist 1 ,Thriveni-Earthmovers,2-6yrs  ,"5,83,466",3.6,8.5,4.1,110
Deputy Manager ,Thriveni-Earthmovers,8-16yrs  ,"6,91,014",4.3,8.3,4.1,110
Junior Production Officer ,Thriveni-Earthmovers,1-3yrs  ,"6,80,168",5.0,8.2,4.1,110
Process Engineer ,Thriveni-Earthmovers,1-7yrs  ,"2,78,919",2.1,3.4,4.1,110
EHS Officer ,Thriveni-Earthmovers,1-7yrs  ,"2,87,308",2.0,4.3,4.1,110
Officer ,ZUVENTUS-HEALTHCARE,1-7yrs  ,"6,78,439",4.0,8.1,3.6,109
Junior Officer ,ZUVENTUS-HEALTHCARE,1-5yrs  ,"3,20,395",2.0,4.2,3.6,109
Production Officer ,ZUVENTUS-HEALTHCARE,1-6yrs  ,"3,21,415",1.7,5.0,3.6,109
Executive Production ,ZUVENTUS-HEALTHCARE,5-13yrs  ,"9,90,251",7.5,11.9,3.6,109
QC Officer ,ZUVENTUS-HEALTHCARE,1-6yrs  ,"15,28,237",11.0,18.5,3.6,109
Scientist 1 ,ZUVENTUS-HEALTHCARE,2-6yrs  ,"3,87,085",2.3,5.5,3.6,109
Deputy Manager ,ZUVENTUS-HEALTHCARE,8-16yrs  ,"6,78,965",5.3,7.6,3.6,109
Junior Production Officer ,ZUVENTUS-HEALTHCARE,1-3yrs  ,"9,77,923",8.0,11.0,3.6,109
Process Engineer ,ZUVENTUS-HEALTHCARE,1-7yrs  ,"3,65,922",2.7,5.0,3.6,109
EHS Officer ,ZUVENTUS-HEALTHCARE,1-7yrs  ,"5,68,608",4.8,6.7,3.6,109
Officer ,Tata-Hitachi-Construction-Machinery,1-7yrs  ,"3,54,488",1.1,9.0,4.4,109
Junior Officer ,Tata-Hitachi-Construction-Machinery,1-5yrs  ,"7,89,289",4.0,11.2,4.4,109
Production Officer ,Tata-Hitachi-Construction-Machinery,1-6yrs  ,"19,08,693",14.5,25.5,4.4,109
Executive Production ,Tata-Hitachi-Construction-Machinery,5-13yrs  ,"3,90,110",2.8,5.5,4.4,109
QC Officer ,Tata-Hitachi-Construction-Machinery,1-6yrs  ,"24,64,328",19.0,30.0,4.4,109
Scientist 1 ,Tata-Hitachi-Construction-Machinery,2-6yrs  ,"7,63,321",5.6,11.0,4.4,109
Deputy Manager ,Tata-Hitachi-Construction-Machinery,8-16yrs  ,"11,34,656",8.9,15.0,4.4,109
Junior Production Officer ,Tata-Hitachi-Construction-Machinery,1-3yrs  ,"21,72,409",18.2,26.0,4.4,109
Process Engineer ,Tata-Hitachi-Construction-Machinery,1-7yrs  ,"5,05,719",3.6,6.2,4.4,109
EHS Officer ,Tata-Hitachi-Construction-Machinery,1-7yrs  ,"3,00,162",2.0,5.0,4.4,109
Officer ,Quatrro,1-7yrs  ,"2,39,748",1.1,4.0,4.4,109
Junior Officer ,Quatrro,1-5yrs  ,"2,12,448",1.1,3.1,4.4,109
Production Officer ,Quatrro,1-6yrs  ,"2,84,863",1.9,5.0,4.4,109
Executive Production ,Quatrro,5-13yrs  ,"4,33,454",3.0,5.6,4.4,109
QC Officer ,Quatrro,1-6yrs  ,"4,99,126",2.3,8.5,4.4,109
Scientist 1 ,Quatrro,2-6yrs  ,"4,23,366",2.0,4.8,4.4,109
Deputy Manager ,Quatrro,8-16yrs  ,"3,38,488",2.0,5.4,4.4,109
Junior Production Officer ,Quatrro,1-3yrs  ,"5,31,734",2.3,7.2,4.4,109
Process Engineer ,Quatrro,1-7yrs  ,"5,54,842",3.6,6.6,4.4,109
EHS Officer ,Quatrro,1-7yrs  ,"5,37,552",3.6,7.4,4.4,109
Officer ,Mott-MacDonald,1-7yrs  ,"10,37,790",3.0,14.5,3.2,108
Junior Officer ,Mott-MacDonald,1-5yrs  ,"15,88,657",9.2,23.0,3.2,108
Production Officer ,Mott-MacDonald,1-6yrs  ,"9,39,698",5.5,14.0,3.2,108
Executive Production ,Mott-MacDonald,5-13yrs  ,"7,02,315",4.0,10.5,3.2,108
QC Officer ,Mott-MacDonald,1-6yrs  ,"10,51,636",7.8,15.0,3.2,108
Scientist 1 ,Mott-MacDonald,2-6yrs  ,"8,78,500",5.0,12.0,3.2,108
Deputy Manager ,Mott-MacDonald,8-16yrs  ,"9,14,357",4.5,15.0,3.2,108
Junior Production Officer ,Mott-MacDonald,1-3yrs  ,"5,84,107",5.0,6.6,3.2,108
Process Engineer ,Mott-MacDonald,1-7yrs  ,"6,82,360",4.8,9.2,3.2,108
EHS Officer ,Mott-MacDonald,1-7yrs  ,"6,39,871",4.2,10.5,3.2,108
Officer ,Bioclinica,1-7yrs  ,"6,34,074",3.0,9.6,4.0,108
Junior Officer ,Bioclinica,1-5yrs  ,"4,45,734",2.0,7.5,4.0,108
Production Officer ,Bioclinica,1-6yrs  ,"2,92,543",2.1,3.5,4.0,108
Executive Production ,Bioclinica,5-13yrs  ,"5,75,527",3.1,7.4,4.0,108
QC Officer ,Bioclinica,1-6yrs  ,"4,91,646",2.5,6.1,4.0,108
Scientist 1 ,Bioclinica,2-6yrs  ,"10,73,297",7.0,15.3,4.0,108
Deputy Manager ,Bioclinica,8-16yrs  ,"7,68,098",5.7,9.4,4.0,108
Junior Production Officer ,Bioclinica,1-3yrs  ,"8,45,712",6.3,10.2,4.0,108
Process Engineer ,Bioclinica,1-7yrs  ,"15,63,628",11.0,19.0,4.0,108
EHS Officer ,Bioclinica,1-7yrs  ,"7,76,625",6.0,11.2,4.0,108
Officer ,Bpo-Convergence,1-7yrs  ,"1,69,404",10.0,3.5,4.2,107
Junior Officer ,Bpo-Convergence,1-5yrs  ,"2,56,314",20.0,4.6,4.2,107
Production Officer ,Bpo-Convergence,1-6yrs  ,"2,76,430",1.2,4.0,4.2,107
Executive Production ,Bpo-Convergence,5-13yrs  ,"2,96,115",1.4,4.2,4.2,107
QC Officer ,Bpo-Convergence,1-6yrs  ,"1,88,613",10.0,3.2,4.2,107
Scientist 1 ,Bpo-Convergence,2-6yrs  ,"1,72,751",15.0,6.1,4.2,107
Deputy Manager ,Bpo-Convergence,8-16yrs  ,"1,75,098",96.0,2.5,4.2,107
Junior Production Officer ,Bpo-Convergence,1-3yrs  ,"1,59,882",10.0,3.3,4.2,107
Process Engineer ,Bpo-Convergence,1-7yrs  ,"1,91,262",1.2,2.5,4.2,107
EHS Officer ,Bpo-Convergence,1-7yrs  ,"1,85,947",85.0,3.1,4.2,107
Officer ,NielsenIQ,1-7yrs  ,"3,72,710",3.0,4.6,3.4,107
Junior Officer ,NielsenIQ,1-5yrs  ,"3,43,729",1.9,4.6,3.4,107
Production Officer ,NielsenIQ,1-6yrs  ,"3,94,118",3.0,5.2,3.4,107
Executive Production ,NielsenIQ,5-13yrs  ,"7,71,218",3.5,10.0,3.4,107
QC Officer ,NielsenIQ,1-6yrs  ,"3,37,698",2.9,5.0,3.4,107
Scientist 1 ,NielsenIQ,2-6yrs  ,"13,88,310",10.0,22.0,3.4,107
Deputy Manager ,NielsenIQ,8-16yrs  ,"26,30,318",19.6,31.0,3.4,107
Junior Production Officer ,NielsenIQ,1-3yrs  ,"10,64,015",8.8,13.1,3.4,107
Process Engineer ,NielsenIQ,1-7yrs  ,"8,16,034",7.0,9.0,3.4,107
EHS Officer ,NielsenIQ,1-7yrs  ,"6,02,131",4.4,8.7,3.4,107
Officer ,India-Cements,1-7yrs  ,"5,54,668",3.0,8.8,3.5,107
Junior Officer ,India-Cements,1-5yrs  ,"9,47,238",5.0,13.4,3.5,107
Production Officer ,India-Cements,1-6yrs  ,"5,63,968",3.0,7.7,3.5,107
Executive Production ,India-Cements,5-13yrs  ,"12,38,698",8.0,15.0,3.5,107
QC Officer ,India-Cements,1-6yrs  ,"7,56,034",4.4,10.5,3.5,107
Scientist 1 ,India-Cements,2-6yrs  ,"7,72,648",5.8,9.1,3.5,107
Deputy Manager ,India-Cements,8-16yrs  ,"7,90,388",5.0,10.0,3.5,107
Junior Production Officer ,India-Cements,1-3yrs  ,"2,88,332",2.2,3.6,3.5,107
Process Engineer ,India-Cements,1-7yrs  ,"5,06,771",3.5,6.6,3.5,107
EHS Officer ,India-Cements,1-7yrs  ,"6,27,000",4.1,9.0,3.5,107
Officer ,Linde-India,1-7yrs  ,"16,58,477",10.0,21.4,2.7,106
Junior Officer ,Linde-India,1-5yrs  ,"11,33,248",6.0,16.0,2.7,106
Production Officer ,Linde-India,1-6yrs  ,"22,75,322",6.5,30.5,2.7,106
Executive Production ,Linde-India,5-13yrs  ,"20,04,687",14.3,25.0,2.7,106
QC Officer ,Linde-India,1-6yrs  ,"6,67,853",4.3,10.5,2.7,106
Scientist 1 ,Linde-India,2-6yrs  ,"8,27,515",5.4,11.6,2.7,106
Deputy Manager ,Linde-India,8-16yrs  ,"5,00,000",5.0,5.0,2.7,106
Junior Production Officer ,Linde-India,1-3yrs  ,"6,44,400",4.0,9.8,2.7,106
Process Engineer ,Linde-India,1-7yrs  ,"4,73,568",2.5,7.2,2.7,106
EHS Officer ,Linde-India,1-7yrs  ,"5,04,034",3.0,9.0,2.7,106
Officer ,Central-Industrial-Security-Force,1-7yrs  ,"9,81,545",70.0,16.0,2.9,106
Junior Officer ,Central-Industrial-Security-Force,1-5yrs  ,"5,29,977",20.0,10.0,2.9,106
Production Officer ,Central-Industrial-Security-Force,1-6yrs  ,"8,13,268",40.0,12.5,2.9,106
Executive Production ,Central-Industrial-Security-Force,5-13yrs  ,"10,86,738",6.5,14.0,2.9,106
QC Officer ,Central-Industrial-Security-Force,1-6yrs  ,"9,05,935",4.6,11.5,2.9,106
Scientist 1 ,Central-Industrial-Security-Force,2-6yrs  ,"14,44,135",8.5,20.2,2.9,106
Deputy Manager ,Central-Industrial-Security-Force,8-16yrs  ,"9,43,881",6.0,12.0,2.9,106
Junior Production Officer ,Central-Industrial-Security-Force,1-3yrs  ,"14,31,440",7.2,24.0,2.9,106
Process Engineer ,Central-Industrial-Security-Force,1-7yrs  ,"12,67,500",9.0,16.0,2.9,106
EHS Officer ,Central-Industrial-Security-Force,1-7yrs  ,"9,26,382",6.0,11.5,2.9,106
Officer ,NSB-Bpo-Solutions,1-7yrs  ,"1,51,683",15.0,8.1,4.0,106
Junior Officer ,NSB-Bpo-Solutions,1-5yrs  ,"2,04,090",1.4,2.9,4.0,106
Production Officer ,NSB-Bpo-Solutions,1-6yrs  ,"2,49,012",10.0,4.0,4.0,106
Executive Production ,NSB-Bpo-Solutions,5-13yrs  ,"1,82,286",1.0,3.1,4.0,106
QC Officer ,NSB-Bpo-Solutions,1-6yrs  ,"1,56,038",60.0,8.0,4.0,106
Scientist 1 ,NSB-Bpo-Solutions,2-6yrs  ,"1,60,503",1.0,2.9,4.0,106
Deputy Manager ,NSB-Bpo-Solutions,8-16yrs  ,"1,38,005",1.0,2.1,4.0,106
Junior Production Officer ,NSB-Bpo-Solutions,1-3yrs  ,"1,03,652",10.0,2.1,4.0,106
Process Engineer ,NSB-Bpo-Solutions,1-7yrs  ,"1,70,870",1.4,2.2,4.0,106
EHS Officer ,NSB-Bpo-Solutions,1-7yrs  ,"1,82,824",1.0,2.4,4.0,106
Officer ,Somany-Ceramics,1-7yrs  ,"8,41,472",5.8,10.8,3.9,105
Junior Officer ,Somany-Ceramics,1-5yrs  ,"6,70,616",3.5,8.6,3.9,105
Production Officer ,Somany-Ceramics,1-6yrs  ,"5,32,903",2.8,6.5,3.9,105
Executive Production ,Somany-Ceramics,5-13yrs  ,"10,73,208",7.8,13.2,3.9,105
QC Officer ,Somany-Ceramics,1-6yrs  ,"5,65,316",4.0,7.6,3.9,105
Scientist 1 ,Somany-Ceramics,2-6yrs  ,"9,33,437",6.0,12.0,3.9,105
Deputy Manager ,Somany-Ceramics,8-16yrs  ,"16,24,562",12.5,21.0,3.9,105
Junior Production Officer ,Somany-Ceramics,1-3yrs  ,"14,11,585",9.4,18.0,3.9,105
Process Engineer ,Somany-Ceramics,1-7yrs  ,"5,54,675",3.3,6.6,3.9,105
EHS Officer ,Somany-Ceramics,1-7yrs  ,"5,60,688",4.3,6.6,3.9,105
Officer ,Toyo-Engineeering,1-7yrs  ,"8,83,296",5.2,12.5,4.0,105
Junior Officer ,Toyo-Engineeering,1-5yrs  ,"20,00,417",9.6,28.0,4.0,105
Production Officer ,Toyo-Engineeering,1-6yrs  ,"9,11,965",3.6,19.0,4.0,105
Executive Production ,Toyo-Engineeering,5-13yrs  ,"6,78,102",3.6,9.8,4.0,105
QC Officer ,Toyo-Engineeering,1-6yrs  ,"10,03,224",3.0,20.6,4.0,105
Scientist 1 ,Toyo-Engineeering,2-6yrs  ,"12,44,303",6.0,19.0,4.0,105
Deputy Manager ,Toyo-Engineeering,8-16yrs  ,"6,70,086",4.0,9.5,4.0,105
Junior Production Officer ,Toyo-Engineeering,1-3yrs  ,"24,02,985",14.5,32.0,4.0,105
Process Engineer ,Toyo-Engineeering,1-7yrs  ,"28,91,830",17.5,36.0,4.0,105
EHS Officer ,Toyo-Engineeering,1-7yrs  ,"8,15,550",5.5,12.0,4.0,105
Officer ,Merino-Industries,1-7yrs  ,"3,92,598",2.4,4.9,4.3,105
Junior Officer ,Merino-Industries,1-5yrs  ,"4,70,294",3.5,6.2,4.3,105
Production Officer ,Merino-Industries,1-6yrs  ,"7,59,659",3.5,10.8,4.3,105
Executive Production ,Merino-Industries,5-13yrs  ,"9,28,722",6.7,12.5,4.3,105
QC Officer ,Merino-Industries,1-6yrs  ,"9,94,392",7.0,12.3,4.3,105
Scientist 1 ,Merino-Industries,2-6yrs  ,"3,59,172",2.8,4.7,4.3,105
Deputy Manager ,Merino-Industries,8-16yrs  ,"3,87,888",2.5,5.3,4.3,105
Junior Production Officer ,Merino-Industries,1-3yrs  ,"6,50,625",5.1,8.0,4.3,105
Process Engineer ,Merino-Industries,1-7yrs  ,"4,13,675",2.9,6.0,4.3,105
EHS Officer ,Merino-Industries,1-7yrs  ,"2,85,125",2.2,3.5,4.3,105
